table,selector,tap,row,col,expected
LSPCodebookL1,-1,-1,121,5,12633
LSPCodebookL1,-1,-1,121,6,15404
LSPCodebookL1,-1,-1,121,7,17968
LSPCodebookL1,-1,-1,121,8,20262
LSPCodebookL1,-1,-1,121,9,23533
LSPCodebookL1,-1,-1,122,0,1911
LSPCodebookL1,-1,-1,122,1,2477
LSPCodebookL1,-1,-1,122,2,3915
LSPCodebookL1,-1,-1,122,3,10098
LSPCodebookL1,-1,-1,122,4,11616
LSPCodebookL1,-1,-1,122,5,12955
LSPCodebookL1,-1,-1,122,6,16223
LSPCodebookL1,-1,-1,122,7,17138
LSPCodebookL1,-1,-1,122,8,19270
LSPCodebookL1,-1,-1,122,9,20729
LSPCodebookL1,-1,-1,123,0,1764
LSPCodebookL1,-1,-1,123,1,2519
LSPCodebookL1,-1,-1,123,2,3887
LSPCodebookL1,-1,-1,123,3,6944
LSPCodebookL1,-1,-1,123,4,9150
LSPCodebookL1,-1,-1,123,5,12590
LSPCodebookL1,-1,-1,123,6,16258
LSPCodebookL1,-1,-1,123,7,16984
LSPCodebookL1,-1,-1,123,8,17924
LSPCodebookL1,-1,-1,123,9,18435
LSPCodebookL1,-1,-1,124,0,1400
LSPCodebookL1,-1,-1,124,1,3674
LSPCodebookL1,-1,-1,124,2,7131
LSPCodebookL1,-1,-1,124,3,8718
LSPCodebookL1,-1,-1,124,4,10688
LSPCodebookL1,-1,-1,124,5,12508
LSPCodebookL1,-1,-1,124,6,15708
LSPCodebookL1,-1,-1,124,7,17711
LSPCodebookL1,-1,-1,124,8,19720
LSPCodebookL1,-1,-1,124,9,21068
LSPCodebookL1,-1,-1,125,0,2322
LSPCodebookL1,-1,-1,125,1,3073
LSPCodebookL1,-1,-1,125,2,4287
LSPCodebookL1,-1,-1,125,3,8108
LSPCodebookL1,-1,-1,125,4,9407
LSPCodebookL1,-1,-1,125,5,10628
LSPCodebookL1,-1,-1,125,6,15862
LSPCodebookL1,-1,-1,125,7,16693
LSPCodebookL1,-1,-1,125,8,19714
LSPCodebookL1,-1,-1,125,9,21474
LSPCodebookL1,-1,-1,126,0,2630
LSPCodebookL1,-1,-1,126,1,3339
LSPCodebookL1,-1,-1,126,2,4758
LSPCodebookL1,-1,-1,126,3,8360
LSPCodebookL1,-1,-1,126,4,10274
LSPCodebookL1,-1,-1,126,5,11333
LSPCodebookL1,-1,-1,126,6,12880
LSPCodebookL1,-1,-1,126,7,17374
LSPCodebookL1,-1,-1,126,8,19221
LSPCodebookL1,-1,-1,126,9,19936
LSPCodebookL1,-1,-1,127,0,1721
LSPCodebookL1,-1,-1,127,1,2577
LSPCodebookL1,-1,-1,127,2,5553
LSPCodebookL1,-1,-1,127,3,7195
LSPCodebookL1,-1,-1,127,4,8651
LSPCodebookL1,-1,-1,127,5,10686
LSPCodebookL1,-1,-1,127,6,15069
LSPCodebookL1,-1,-1,127,7,16953
LSPCodebookL1,-1,-1,127,8,18703
LSPCodebookL1,-1,-1,127,9,19929
LSPCodebookL2,-1,-1,0,0,-435
LSPCodebookL2,-1,-1,0,1,-815
LSPCodebookL2,-1,-1,0,2,-742
LSPCodebookL2,-1,-1,0,3,1033
LSPCodebookL2,-1,-1,0,4,-518
LSPCodebookL2,-1,-1,1,0,-833
LSPCodebookL2,-1,-1,1,1,-891
LSPCodebookL2,-1,-1,1,2,463
LSPCodebookL2,-1,-1,1,3,-8
LSPCodebookL2,-1,-1,1,4,-1251
LSPCodebookL2,-1,-1,2,0,-1021
LSPCodebookL2,-1,-1,2,1,231
LSPCodebookL2,-1,-1,2,2,-306
LSPCodebookL2,-1,-1,2,3,321
LSPCodebookL2,-1,-1,2,4,-220
LSPCodebookL2,-1,-1,3,0,57
LSPCodebookL2,-1,-1,3,1,-198
LSPCodebookL2,-1,-1,3,2,-339
LSPCodebookL2,-1,-1,3,3,-33
LSPCodebookL2,-1,-1,3,4,-1468
LSPCodebookL2,-1,-1,4,0,171
LSPCodebookL2,-1,-1,4,1,-350
LSPCodebookL2,-1,-1,4,2,294
LSPCodebookL2,-1,-1,4,3,1660
LSPCodebookL2,-1,-1,4,4,453
LSPCodebookL2,-1,-1,5,0,-701
LSPCodebookL2,-1,-1,5,1,-842
LSPCodebookL2,-1,-1,5,2,-58
LSPCodebookL2,-1,-1,5,3,950
LSPCodebookL2,-1,-1,5,4,892
LSPCodebookL2,-1,-1,6,0,584
LSPCodebookL2,-1,-1,6,1,31
LSPCodebookL2,-1,-1,6,2,-289
LSPCodebookL2,-1,-1,6,3,356
LSPCodebookL2,-1,-1,6,4,-333
LSPCodebookL2,-1,-1,7,0,-109
LSPCodebookL2,-1,-1,7,1,-808
LSPCodebookL2,-1,-1,7,2,231
LSPCodebookL2,-1,-1,7,3,77
LSPCodebookL2,-1,-1,7,4,-87
LSPCodebookL2,-1,-1,8,0,-859
LSPCodebookL2,-1,-1,8,1,1236
LSPCodebookL2,-1,-1,8,2,550
LSPCodebookL2,-1,-1,8,3,854
LSPCodebookL2,-1,-1,8,4,714
LSPCodebookL2,-1,-1,9,0,-877
LSPCodebookL2,-1,-1,9,1,-954
LSPCodebookL2,-1,-1,9,2,-1248
LSPCodebookL2,-1,-1,9,3,-299
LSPCodebookL2,-1,-1,9,4,212
LSPCodebookL2,-1,-1,10,0,-77
LSPCodebookL2,-1,-1,10,1,344
LSPCodebookL2,-1,-1,10,2,-620
LSPCodebookL2,-1,-1,10,3,763
LSPCodebookL2,-1,-1,10,4,413
LSPCodebookL2,-1,-1,11,0,-314
LSPCodebookL2,-1,-1,11,1,-307
LSPCodebookL2,-1,-1,11,2,-256
LSPCodebookL2,-1,-1,11,3,-1260
LSPCodebookL2,-1,-1,11,4,-429
LSPCodebookL2,-1,-1,12,0,711
LSPCodebookL2,-1,-1,12,1,693
LSPCodebookL2,-1,-1,12,2,521
LSPCodebookL2,-1,-1,12,3,650
LSPCodebookL2,-1,-1,12,4,1305
LSPCodebookL2,-1,-1,13,0,-112
LSPCodebookL2,-1,-1,13,1,-271
LSPCodebookL2,-1,-1,13,2,-500
LSPCodebookL2,-1,-1,13,3,946
LSPCodebookL2,-1,-1,13,4,1733
LSPCodebookL2,-1,-1,14,0,575
LSPCodebookL2,-1,-1,14,1,-10
LSPCodebookL2,-1,-1,14,2,-468
LSPCodebookL2,-1,-1,14,3,-199
LSPCodebookL2,-1,-1,14,4,1101
LSPCodebookL2,-1,-1,15,0,145
LSPCodebookL2,-1,-1,15,1,-285
LSPCodebookL2,-1,-1,15,2,-1280
LSPCodebookL2,-1,-1,15,3,-398
LSPCodebookL2,-1,-1,15,4,36
LSPCodebookL2,-1,-1,16,0,-1133
LSPCodebookL2,-1,-1,16,1,-835
LSPCodebookL2,-1,-1,16,2,1350
LSPCodebookL2,-1,-1,16,3,1284
LSPCodebookL2,-1,-1,16,4,-95
LSPCodebookL2,-1,-1,17,0,-1459
LSPCodebookL2,-1,-1,17,1,-1237
LSPCodebookL2,-1,-1,17,2,416
LSPCodebookL2,-1,-1,17,3,-213
LSPCodebookL2,-1,-1,17,4,466
LSPCodebookL2,-1,-1,18,0,-15
LSPCodebookL2,-1,-1,18,1,66
LSPCodebookL2,-1,-1,18,2,468
LSPCodebookL2,-1,-1,18,3,1019
LSPCodebookL2,-1,-1,18,4,-748
LSPCodebookL2,-1,-1,19,0,-338
LSPCodebookL2,-1,-1,19,1,148
LSPCodebookL2,-1,-1,19,2,1445
LSPCodebookL2,-1,-1,19,3,75
LSPCodebookL2,-1,-1,19,4,-760
LSPCodebookL2,-1,-1,20,0,389
LSPCodebookL2,-1,-1,20,1,239
LSPCodebookL2,-1,-1,20,2,1568
LSPCodebookL2,-1,-1,20,3,981
LSPCodebookL2,-1,-1,20,4,113
LSPCodebookL2,-1,-1,21,0,-312
LSPCodebookL2,-1,-1,21,1,-98
LSPCodebookL2,-1,-1,21,2,949
LSPCodebookL2,-1,-1,21,3,31
LSPCodebookL2,-1,-1,21,4,1104
LSPCodebookL2,-1,-1,22,0,1127
LSPCodebookL2,-1,-1,22,1,584
LSPCodebookL2,-1,-1,22,2,835
LSPCodebookL2,-1,-1,22,3,277
LSPCodebookL2,-1,-1,22,4,-1159
LSPCodebookL2,-1,-1,23,0,539
LSPCodebookL2,-1,-1,23,1,-114
LSPCodebookL2,-1,-1,23,2,856
LSPCodebookL2,-1,-1,23,3,-493
LSPCodebookL2,-1,-1,23,4,223
LSPCodebookL2,-1,-1,24,0,2197
LSPCodebookL2,-1,-1,24,1,2337
LSPCodebookL2,-1,-1,24,2,1268
LSPCodebookL2,-1,-1,24,3,670
LSPCodebookL2,-1,-1,24,4,304
LSPCodebookL2,-1,-1,25,0,-1596
LSPCodebookL2,-1,-1,25,1,550
LSPCodebookL2,-1,-1,25,2,801
LSPCodebookL2,-1,-1,25,3,-456
LSPCodebookL2,-1,-1,25,4,-56
LSPCodebookL2,-1,-1,26,0,1154
LSPCodebookL2,-1,-1,26,1,593
LSPCodebookL2,-1,-1,26,2,-77
LSPCodebookL2,-1,-1,26,3,1237
LSPCodebookL2,-1,-1,26,4,-31
LSPCodebookL2,-1,-1,27,0,397
LSPCodebookL2,-1,-1,27,1,558
LSPCodebookL2,-1,-1,27,2,203
LSPCodebookL2,-1,-1,27,3,-797
LSPCodebookL2,-1,-1,27,4,-919
LSPCodebookL2,-1,-1,28,0,334
LSPCodebookL2,-1,-1,28,1,1475
LSPCodebookL2,-1,-1,28,2,632
LSPCodebookL2,-1,-1,28,3,-80
LSPCodebookL2,-1,-1,28,4,48
LSPCodebookL2,-1,-1,29,0,-545
LSPCodebookL2,-1,-1,29,1,-330
LSPCodebookL2,-1,-1,29,2,-429
LSPCodebookL2,-1,-1,29,3,-680
LSPCodebookL2,-1,-1,29,4,1133
LSPCodebookL2,-1,-1,30,0,1320
LSPCodebookL2,-1,-1,30,1,827
LSPCodebookL2,-1,-1,30,2,-398
LSPCodebookL2,-1,-1,30,3,-576
LSPCodebookL2,-1,-1,30,4,341
LSPCodebookL2,-1,-1,31,0,-163
LSPCodebookL2,-1,-1,31,1,674
LSPCodebookL2,-1,-1,31,2,-11
LSPCodebookL2,-1,-1,31,3,-886
LSPCodebookL2,-1,-1,31,4,531
LSPCodebookL3,-1,-1,0,0,582
LSPCodebookL3,-1,-1,0,1,-1201
LSPCodebookL3,-1,-1,0,2,829
LSPCodebookL3,-1,-1,0,3,86
LSPCodebookL3,-1,-1,0,4,385
LSPCodebookL3,-1,-1,1,0,1450
LSPCodebookL3,-1,-1,1,1,72
LSPCodebookL3,-1,-1,1,2,-231
LSPCodebookL3,-1,-1,1,3,864
LSPCodebookL3,-1,-1,1,4,661
LSPCodebookL3,-1,-1,2,0,-163
LSPCodebookL3,-1,-1,2,1,-526
LSPCodebookL3,-1,-1,2,2,-754
LSPCodebookL3,-1,-1,2,3,-1633
LSPCodebookL3,-1,-1,2,4,267
LSPCodebookL3,-1,-1,3,0,573
LSPCodebookL3,-1,-1,3,1,796
LSPCodebookL3,-1,-1,3,2,-169
LSPCodebookL3,-1,-1,3,3,-631
LSPCodebookL3,-1,-1,3,4,816
LSPCodebookL3,-1,-1,4,0,519
LSPCodebookL3,-1,-1,4,1,291
LSPCodebookL3,-1,-1,4,2,159
LSPCodebookL3,-1,-1,4,3,-640
LSPCodebookL3,-1,-1,4,4,-1296
LSPCodebookL3,-1,-1,5,0,1549
LSPCodebookL3,-1,-1,5,1,715
LSPCodebookL3,-1,-1,5,2,527
LSPCodebookL3,-1,-1,5,3,-714
LSPCodebookL3,-1,-1,5,4,-193
LSPCodebookL3,-1,-1,6,0,-457
LSPCodebookL3,-1,-1,6,1,612
LSPCodebookL3,-1,-1,6,2,-283
LSPCodebookL3,-1,-1,6,3,-1381
LSPCodebookL3,-1,-1,6,4,-741
LSPCodebookL3,-1,-1,7,0,-344
LSPCodebookL3,-1,-1,7,1,1341
LSPCodebookL3,-1,-1,7,2,1087
LSPCodebookL3,-1,-1,7,3,-654
LSPCodebookL3,-1,-1,7,4,-569
LSPCodebookL3,-1,-1,8,0,-543
LSPCodebookL3,-1,-1,8,1,-1752
LSPCodebookL3,-1,-1,8,2,-195
LSPCodebookL3,-1,-1,8,3,-98
LSPCodebookL3,-1,-1,8,4,-276
LSPCodebookL3,-1,-1,9,0,-235
LSPCodebookL3,-1,-1,9,1,-728
LSPCodebookL3,-1,-1,9,2,949
LSPCodebookL3,-1,-1,9,3,1517
LSPCodebookL3,-1,-1,9,4,895
LSPCodebookL3,-1,-1,10,0,502
LSPCodebookL3,-1,-1,10,1,-362
LSPCodebookL3,-1,-1,10,2,-960
LSPCodebookL3,-1,-1,10,3,-483
LSPCodebookL3,-1,-1,10,4,1386
LSPCodebookL3,-1,-1,11,0,450
LSPCodebookL3,-1,-1,11,1,-466
LSPCodebookL3,-1,-1,11,2,-108
LSPCodebookL3,-1,-1,11,3,1010
LSPCodebookL3,-1,-1,11,4,2223
LSPCodebookL3,-1,-1,12,0,-28
LSPCodebookL3,-1,-1,12,1,-378
LSPCodebookL3,-1,-1,12,2,744
LSPCodebookL3,-1,-1,12,3,-1005
LSPCodebookL3,-1,-1,12,4,240
LSPCodebookL3,-1,-1,13,0,271
LSPCodebookL3,-1,-1,13,1,-15
LSPCodebookL3,-1,-1,13,2,909
LSPCodebookL3,-1,-1,13,3,-259
LSPCodebookL3,-1,-1,13,4,1688
LSPCodebookL3,-1,-1,14,0,-1011
LSPCodebookL3,-1,-1,14,1,581
LSPCodebookL3,-1,-1,14,2,-53
LSPCodebookL3,-1,-1,14,3,-747
LSPCodebookL3,-1,-1,14,4,878
LSPCodebookL3,-1,-1,15,0,-498
LSPCodebookL3,-1,-1,15,1,-1377
LSPCodebookL3,-1,-1,15,2,18
LSPCodebookL3,-1,-1,15,3,-444
LSPCodebookL3,-1,-1,15,4,1483
LSPCodebookL3,-1,-1,16,0,1015
LSPCodebookL3,-1,-1,16,1,-222
LSPCodebookL3,-1,-1,16,2,443
LSPCodebookL3,-1,-1,16,3,372
LSPCodebookL3,-1,-1,16,4,-354
LSPCodebookL3,-1,-1,17,0,669
LSPCodebookL3,-1,-1,17,1,659
LSPCodebookL3,-1,-1,17,2,1640
LSPCodebookL3,-1,-1,17,3,932
LSPCodebookL3,-1,-1,17,4,534
LSPCodebookL3,-1,-1,18,0,1385
LSPCodebookL3,-1,-1,18,1,-182
LSPCodebookL3,-1,-1,18,2,-907
LSPCodebookL3,-1,-1,18,3,-721
LSPCodebookL3,-1,-1,18,4,-262
LSPCodebookL3,-1,-1,19,0,569
LSPCodebookL3,-1,-1,19,1,1247
LSPCodebookL3,-1,-1,19,2,337
LSPCodebookL3,-1,-1,19,3,416
LSPCodebookL3,-1,-1,19,4,-121
LSPCodebookL3,-1,-1,20,0,369
LSPCodebookL3,-1,-1,20,1,-1003
LSPCodebookL3,-1,-1,20,2,-507
LSPCodebookL3,-1,-1,20,3,-587
LSPCodebookL3,-1,-1,20,4,-904
LSPCodebookL3,-1,-1,21,0,72
LSPCodebookL3,-1,-1,21,1,-141
LSPCodebookL3,-1,-1,21,2,1465
LSPCodebookL3,-1,-1,21,3,63
LSPCodebookL3,-1,-1,21,4,-785
LSPCodebookL3,-1,-1,22,0,208
LSPCodebookL3,-1,-1,22,1,301
LSPCodebookL3,-1,-1,22,2,-882
LSPCodebookL3,-1,-1,22,3,117
LSPCodebookL3,-1,-1,22,4,-404
LSPCodebookL3,-1,-1,23,0,-912
LSPCodebookL3,-1,-1,23,1,623
LSPCodebookL3,-1,-1,23,2,-76
LSPCodebookL3,-1,-1,23,3,276
LSPCodebookL3,-1,-1,23,4,-440
LSPCodebookL3,-1,-1,24,0,-267
LSPCodebookL3,-1,-1,24,1,-525
LSPCodebookL3,-1,-1,24,2,140
LSPCodebookL3,-1,-1,24,3,882
LSPCodebookL3,-1,-1,24,4,-139
LSPCodebookL3,-1,-1,25,0,-697
LSPCodebookL3,-1,-1,25,1,865
LSPCodebookL3,-1,-1,25,2,1060
LSPCodebookL3,-1,-1,25,3,413
LSPCodebookL3,-1,-1,25,4,446
LSPCodebookL3,-1,-1,26,0,581
LSPCodebookL3,-1,-1,26,1,-1037
LSPCodebookL3,-1,-1,26,2,-895
LSPCodebookL3,-1,-1,26,3,669
LSPCodebookL3,-1,-1,26,4,297
LSPCodebookL3,-1,-1,27,0,3
LSPCodebookL3,-1,-1,27,1,692
LSPCodebookL3,-1,-1,27,2,-292
LSPCodebookL3,-1,-1,27,3,1050
LSPCodebookL3,-1,-1,27,4,782
LSPCodebookL3,-1,-1,28,0,-1061
LSPCodebookL3,-1,-1,28,1,-484
LSPCodebookL3,-1,-1,28,2,362
LSPCodebookL3,-1,-1,28,3,-597
LSPCodebookL3,-1,-1,28,4,-852
LSPCodebookL3,-1,-1,29,0,-1182
LSPCodebookL3,-1,-1,29,1,-744
LSPCodebookL3,-1,-1,29,2,1340
LSPCodebookL3,-1,-1,29,3,262
LSPCodebookL3,-1,-1,29,4,63
LSPCodebookL3,-1,-1,30,0,-774
LSPCodebookL3,-1,-1,30,1,-483
LSPCodebookL3,-1,-1,30,2,-1247
LSPCodebookL3,-1,-1,30,3,-70
LSPCodebookL3,-1,-1,30,4,98
LSPCodebookL3,-1,-1,31,0,-1125
LSPCodebookL3,-1,-1,31,1,-265
LSPCodebookL3,-1,-1,31,2,-242
LSPCodebookL3,-1,-1,31,3,724
LSPCodebookL3,-1,-1,31,4,934
MAPredictorsLSP,0,0,-1,0,8421
MAPredictorsLSP,0,0,-1,1,9109
MAPredictorsLSP,0,0,-1,2,9175
MAPredictorsLSP,0,0,-1,3,8965
MAPredictorsLSP,0,0,-1,4,9034
MAPredictorsLSP,0,0,-1,5,9057
MAPredictorsLSP,0,0,-1,6,8765
MAPredictorsLSP,0,0,-1,7,8775
MAPredictorsLSP,0,0,-1,8,9106
MAPredictorsLSP,0,0,-1,9,8673
MAPredictorsLSP,0,1,-1,0,7018
MAPredictorsLSP,0,1,-1,1,7189
MAPredictorsLSP,0,1,-1,2,7638
MAPredictorsLSP,0,1,-1,3,7307
MAPredictorsLSP,0,1,-1,4,7444
MAPredictorsLSP,0,1,-1,5,7379
MAPredictorsLSP,0,1,-1,6,7038
MAPredictorsLSP,0,1,-1,7,6956
MAPredictorsLSP,0,1,-1,8,6930
MAPredictorsLSP,0,1,-1,9,6868
MAPredictorsLSP,0,2,-1,0,5472
MAPredictorsLSP,0,2,-1,1,4990
MAPredictorsLSP,0,2,-1,2,5134
MAPredictorsLSP,0,2,-1,3,5177
MAPredictorsLSP,0,2,-1,4,5246
MAPredictorsLSP,0,2,-1,5,5141
MAPredictorsLSP,0,2,-1,6,5206
MAPredictorsLSP,0,2,-1,7,5095
MAPredictorsLSP,0,2,-1,8,4830
MAPredictorsLSP,0,2,-1,9,5147
MAPredictorsLSP,0,3,-1,0,4056
MAPredictorsLSP,0,3,-1,1,3031
MAPredictorsLSP,0,3,-1,2,2614
MAPredictorsLSP,0,3,-1,3,3024
MAPredictorsLSP,0,3,-1,4,2916
MAPredictorsLSP,0,3,-1,5,2713
MAPredictorsLSP,0,3,-1,6,3309
MAPredictorsLSP,0,3,-1,7,3237
MAPredictorsLSP,0,3,-1,8,2857
MAPredictorsLSP,0,3,-1,9,3473
MAPredictorsLSP,1,0,-1,0,7733
MAPredictorsLSP,1,0,-1,1,7880
MAPredictorsLSP,1,0,-1,2,8188
MAPredictorsLSP,1,0,-1,3,8175
MAPredictorsLSP,1,0,-1,4,8247
MAPredictorsLSP,1,0,-1,5,8490
MAPredictorsLSP,1,0,-1,6,8637
MAPredictorsLSP,1,0,-1,7,8601
MAPredictorsLSP,1,0,-1,8,8359
MAPredictorsLSP,1,0,-1,9,7569
MAPredictorsLSP,1,1,-1,0,4210
MAPredictorsLSP,1,1,-1,1,3031
MAPredictorsLSP,1,1,-1,2,2552
MAPredictorsLSP,1,1,-1,3,3473
MAPredictorsLSP,1,1,-1,4,3876
MAPredictorsLSP,1,1,-1,5,3853
MAPredictorsLSP,1,1,-1,6,4184
MAPredictorsLSP,1,1,-1,7,4154
MAPredictorsLSP,1,1,-1,8,3909
MAPredictorsLSP,1,1,-1,9,3968
MAPredictorsLSP,1,2,-1,0,3214
MAPredictorsLSP,1,2,-1,1,1930
MAPredictorsLSP,1,2,-1,2,1313
MAPredictorsLSP,1,2,-1,3,2143
MAPredictorsLSP,1,2,-1,4,2493
MAPredictorsLSP,1,2,-1,5,2385
MAPredictorsLSP,1,2,-1,6,2755
MAPredictorsLSP,1,2,-1,7,2706
MAPredictorsLSP,1,2,-1,8,2542
MAPredictorsLSP,1,2,-1,9,2919
MAPredictorsLSP,1,3,-1,0,3024
MAPredictorsLSP,1,3,-1,1,1592
MAPredictorsLSP,1,3,-1,2,940
MAPredictorsLSP,1,3,-1,3,1631
MAPredictorsLSP,1,3,-1,4,1723
MAPredictorsLSP,1,3,-1,5,1579
MAPredictorsLSP,1,3,-1,6,2034
MAPredictorsLSP,1,3,-1,7,2084
MAPredictorsLSP,1,3,-1,8,1913
MAPredictorsLSP,1,3,-1,9,2601
